question,choices,correct,type,model_response,model_response_color,correct_color,accuracy_baseline,accuracy
green,"['container_open_rot_s_9.jpg', 'container_open_rot_s_1.jpg', 'container_open_rot_s_3.jpg', 'container_open_rot_s_7.jpg', 'container_open_rot_s_5.jpg']",['container_open_rot_s_9.jpg'],0,3,['yellow'],['green'],0.2,0
pink,"['container_open_rot_s_9.jpg', 'container_open_rot_s_1.jpg', 'container_open_rot_s_3.jpg', 'container_open_rot_s_7.jpg', 'container_open_rot_s_5.jpg']","['container_open_rot_s_1.jpg', 'container_open_rot_s_3.jpg']",0,3,['yellow'],['pink'],0.4,0
yellow,"['container_open_rot_s_9.jpg', 'container_open_rot_s_1.jpg', 'container_open_rot_s_3.jpg', 'container_open_rot_s_7.jpg', 'container_open_rot_s_5.jpg']",['container_open_rot_s_7.jpg'],0,4,['blue'],['yellow'],0.2,0
blue,"['container_open_rot_s_9.jpg', 'container_open_rot_s_1.jpg', 'container_open_rot_s_3.jpg', 'container_open_rot_s_7.jpg', 'container_open_rot_s_5.jpg']",['container_open_rot_s_5.jpg'],0,0,['green'],['blue'],0.2,0
yellow,"['truck_rot_s_4.jpg', 'truck_rot_s_2.jpg', 'truck_rot_s_10.jpg', 'truck_rot_s_8.jpg']",['truck_rot_s_4.jpg'],0,3,['blue'],['yellow'],0.25,0
green,"['truck_rot_s_4.jpg', 'truck_rot_s_2.jpg', 'truck_rot_s_10.jpg', 'truck_rot_s_8.jpg']",['truck_rot_s_2.jpg'],0,3,['blue'],['green'],0.25,0
blue,"['truck_rot_s_4.jpg', 'truck_rot_s_2.jpg', 'truck_rot_s_10.jpg', 'truck_rot_s_8.jpg']","['truck_rot_s_10.jpg', 'truck_rot_s_8.jpg']",0,0,['yellow'],['blue'],0.5,0
red,"['valve_rot_s_7.jpg', 'valve_rot_s_5.jpg', 'valve_rot_s_1.jpg', 'valve_rot_s_3.jpg']",['valve_rot_s_7.jpg'],0,1,['green'],['red'],0.25,0
pink,"['valve_rot_s_7.jpg', 'valve_rot_s_5.jpg', 'valve_rot_s_1.jpg', 'valve_rot_s_3.jpg']",['valve_rot_s_7.jpg'],0,1,['green'],['pink'],0.25,0
green,"['valve_rot_s_7.jpg', 'valve_rot_s_5.jpg', 'valve_rot_s_1.jpg', 'valve_rot_s_3.jpg']",['valve_rot_s_5.jpg'],0,1,['green'],['green'],0.25,1
blue,"['valve_rot_s_7.jpg', 'valve_rot_s_5.jpg', 'valve_rot_s_1.jpg', 'valve_rot_s_3.jpg']","['valve_rot_s_1.jpg', 'valve_rot_s_3.jpg']",0,1,['green'],['blue'],0.5,0
purple,"['tape_dispenser_rot_s_1.jpg', 'tape_dispenser_rot_s_3.jpg', 'tape_dispenser_rot_s_7.jpg', 'tape_dispenser_rot_s_5.jpg', 'tape_dispenser_rot_s_9.jpg']","['tape_dispenser_rot_s_1.jpg', 'tape_dispenser_rot_s_3.jpg']",0,0,['purple'],['purple'],0.4,1
brown,"['tape_dispenser_rot_s_1.jpg', 'tape_dispenser_rot_s_3.jpg', 'tape_dispenser_rot_s_7.jpg', 'tape_dispenser_rot_s_5.jpg', 'tape_dispenser_rot_s_9.jpg']",['tape_dispenser_rot_s_7.jpg'],0,4,['green'],['brown'],0.2,0
green,"['tape_dispenser_rot_s_1.jpg', 'tape_dispenser_rot_s_3.jpg', 'tape_dispenser_rot_s_7.jpg', 'tape_dispenser_rot_s_5.jpg', 'tape_dispenser_rot_s_9.jpg']","['tape_dispenser_rot_s_5.jpg', 'tape_dispenser_rot_s_9.jpg']",0,2,['brown'],['green'],0.4,0
blue,"['sugar_bowl_rot_s_10.jpg', 'sugar_bowl_rot_s_8.jpg', 'sugar_bowl_rot_s_6.jpg', 'sugar_bowl_rot_s_4.jpg', 'sugar_bowl_rot_s_2.jpg']","['sugar_bowl_rot_s_10.jpg', 'sugar_bowl_rot_s_8.jpg']",0,4,['green'],['blue'],0.4,0
red,"['sugar_bowl_rot_s_10.jpg', 'sugar_bowl_rot_s_8.jpg', 'sugar_bowl_rot_s_6.jpg', 'sugar_bowl_rot_s_4.jpg', 'sugar_bowl_rot_s_2.jpg']",['sugar_bowl_rot_s_6.jpg'],0,4,['green'],['red'],0.2,0
pink,"['sugar_bowl_rot_s_10.jpg', 'sugar_bowl_rot_s_8.jpg', 'sugar_bowl_rot_s_6.jpg', 'sugar_bowl_rot_s_4.jpg', 'sugar_bowl_rot_s_2.jpg']",['sugar_bowl_rot_s_6.jpg'],0,2,"['red', 'pink']",['pink'],0.2,1
yellow,"['sugar_bowl_rot_s_10.jpg', 'sugar_bowl_rot_s_8.jpg', 'sugar_bowl_rot_s_6.jpg', 'sugar_bowl_rot_s_4.jpg', 'sugar_bowl_rot_s_2.jpg']",['sugar_bowl_rot_s_4.jpg'],0,4,['green'],['yellow'],0.2,0
green,"['sugar_bowl_rot_s_10.jpg', 'sugar_bowl_rot_s_8.jpg', 'sugar_bowl_rot_s_6.jpg', 'sugar_bowl_rot_s_4.jpg', 'sugar_bowl_rot_s_2.jpg']","['sugar_bowl_rot_s_4.jpg', 'sugar_bowl_rot_s_2.jpg']",0,4,['green'],['green'],0.4,1
green,"['controlbox_rot_s_8.jpg', 'controlbox_rot_s_10.jpg', 'controlbox_rot_s_2.jpg', 'controlbox_rot_s_4.jpg', 'controlbox_rot_s_6.jpg']","['controlbox_rot_s_8.jpg', 'controlbox_rot_s_2.jpg']",0,4,['purple'],['green'],0.4,0
blue,"['controlbox_rot_s_8.jpg', 'controlbox_rot_s_10.jpg', 'controlbox_rot_s_2.jpg', 'controlbox_rot_s_4.jpg', 'controlbox_rot_s_6.jpg']",['controlbox_rot_s_10.jpg'],0,4,['purple'],['blue'],0.2,0
yellow,"['controlbox_rot_s_8.jpg', 'controlbox_rot_s_10.jpg', 'controlbox_rot_s_2.jpg', 'controlbox_rot_s_4.jpg', 'controlbox_rot_s_6.jpg']",['controlbox_rot_s_2.jpg'],0,4,['purple'],['yellow'],0.2,0
brown,"['controlbox_rot_s_8.jpg', 'controlbox_rot_s_10.jpg', 'controlbox_rot_s_2.jpg', 'controlbox_rot_s_4.jpg', 'controlbox_rot_s_6.jpg']",['controlbox_rot_s_4.jpg'],0,4,['purple'],['brown'],0.2,0
purple,"['controlbox_rot_s_8.jpg', 'controlbox_rot_s_10.jpg', 'controlbox_rot_s_2.jpg', 'controlbox_rot_s_4.jpg', 'controlbox_rot_s_6.jpg']",['controlbox_rot_s_6.jpg'],0,4,['purple'],['purple'],0.2,1
green,"['gift_box_rot_s_9.jpg', 'gift_box_rot_s_3.jpg', 'gift_box_rot_s_1.jpg', 'gift_box_rot_s_5.jpg', 'gift_box_rot_s_7.jpg']","['gift_box_rot_s_9.jpg', 'gift_box_rot_s_7.jpg']",0,3,['blue'],['green'],0.4,0
purple,"['gift_box_rot_s_9.jpg', 'gift_box_rot_s_3.jpg', 'gift_box_rot_s_1.jpg', 'gift_box_rot_s_5.jpg', 'gift_box_rot_s_7.jpg']",['gift_box_rot_s_3.jpg'],0,3,['blue'],['purple'],0.2,0
red,"['gift_box_rot_s_9.jpg', 'gift_box_rot_s_3.jpg', 'gift_box_rot_s_1.jpg', 'gift_box_rot_s_5.jpg', 'gift_box_rot_s_7.jpg']",['gift_box_rot_s_1.jpg'],0,4,['green'],['red'],0.2,0
brown,"['gift_box_rot_s_9.jpg', 'gift_box_rot_s_3.jpg', 'gift_box_rot_s_1.jpg', 'gift_box_rot_s_5.jpg', 'gift_box_rot_s_7.jpg']",['gift_box_rot_s_1.jpg'],0,3,['blue'],['brown'],0.2,0
blue,"['gift_box_rot_s_9.jpg', 'gift_box_rot_s_3.jpg', 'gift_box_rot_s_1.jpg', 'gift_box_rot_s_5.jpg', 'gift_box_rot_s_7.jpg']",['gift_box_rot_s_5.jpg'],0,3,['blue'],['blue'],0.2,1
purple,"['tissues_rot_s_9.jpg', 'tissues_rot_s_3.jpg', 'tissues_rot_s_5.jpg', 'tissues_rot_s_7.jpg']","['tissues_rot_s_9.jpg', 'tissues_rot_s_5.jpg', 'tissues_rot_s_7.jpg']",0,2,"['green', 'purple']",['purple'],0.75,1
blue,"['tissues_rot_s_9.jpg', 'tissues_rot_s_3.jpg', 'tissues_rot_s_5.jpg', 'tissues_rot_s_7.jpg']",['tissues_rot_s_3.jpg'],0,2,"['green', 'purple']",['blue'],0.25,0
green,"['tissues_rot_s_9.jpg', 'tissues_rot_s_3.jpg', 'tissues_rot_s_5.jpg', 'tissues_rot_s_7.jpg']",['tissues_rot_s_5.jpg'],0,2,"['green', 'purple']",['green'],0.25,1
yellow,"['notecards_rot_s_9.jpg', 'notecards_rot_s_3.jpg', 'notecards_rot_s_1.jpg', 'notecards_rot_s_5.jpg', 'notecards_rot_s_7.jpg']",['notecards_rot_s_9.jpg'],0,3,['green'],['yellow'],0.2,0
brown,"['notecards_rot_s_9.jpg', 'notecards_rot_s_3.jpg', 'notecards_rot_s_1.jpg', 'notecards_rot_s_5.jpg', 'notecards_rot_s_7.jpg']",['notecards_rot_s_9.jpg'],0,1,['blue'],['brown'],0.2,0
blue,"['notecards_rot_s_9.jpg', 'notecards_rot_s_3.jpg', 'notecards_rot_s_1.jpg', 'notecards_rot_s_5.jpg', 'notecards_rot_s_7.jpg']",['notecards_rot_s_3.jpg'],0,1,['blue'],['blue'],0.2,1
purple,"['notecards_rot_s_9.jpg', 'notecards_rot_s_3.jpg', 'notecards_rot_s_1.jpg', 'notecards_rot_s_5.jpg', 'notecards_rot_s_7.jpg']",['notecards_rot_s_1.jpg'],0,3,['green'],['purple'],0.2,0
green,"['notecards_rot_s_9.jpg', 'notecards_rot_s_3.jpg', 'notecards_rot_s_1.jpg', 'notecards_rot_s_5.jpg', 'notecards_rot_s_7.jpg']",['notecards_rot_s_5.jpg'],0,1,['blue'],['green'],0.2,0
red,"['notecards_rot_s_9.jpg', 'notecards_rot_s_3.jpg', 'notecards_rot_s_1.jpg', 'notecards_rot_s_5.jpg', 'notecards_rot_s_7.jpg']",['notecards_rot_s_7.jpg'],0,1,['blue'],['red'],0.2,0
pink,"['notecards_rot_s_9.jpg', 'notecards_rot_s_3.jpg', 'notecards_rot_s_1.jpg', 'notecards_rot_s_5.jpg', 'notecards_rot_s_7.jpg']",['notecards_rot_s_7.jpg'],0,1,['blue'],['pink'],0.2,0
red,"['notecards_rot_s_8.jpg', 'notecards_rot_s_10.jpg', 'notecards_rot_s_2.jpg', 'notecards_rot_s_4.jpg', 'notecards_rot_s_6.jpg']",['notecards_rot_s_8.jpg'],0,4,['green'],['red'],0.2,0
pink,"['notecards_rot_s_8.jpg', 'notecards_rot_s_10.jpg', 'notecards_rot_s_2.jpg', 'notecards_rot_s_4.jpg', 'notecards_rot_s_6.jpg']",['notecards_rot_s_8.jpg'],0,3,['blue'],['pink'],0.2,0
yellow,"['notecards_rot_s_8.jpg', 'notecards_rot_s_10.jpg', 'notecards_rot_s_2.jpg', 'notecards_rot_s_4.jpg', 'notecards_rot_s_6.jpg']",['notecards_rot_s_10.jpg'],0,4,['green'],['yellow'],0.2,0
brown,"['notecards_rot_s_8.jpg', 'notecards_rot_s_10.jpg', 'notecards_rot_s_2.jpg', 'notecards_rot_s_4.jpg', 'notecards_rot_s_6.jpg']",['notecards_rot_s_10.jpg'],0,3,['blue'],['brown'],0.2,0
purple,"['notecards_rot_s_8.jpg', 'notecards_rot_s_10.jpg', 'notecards_rot_s_2.jpg', 'notecards_rot_s_4.jpg', 'notecards_rot_s_6.jpg']",['notecards_rot_s_2.jpg'],0,3,['blue'],['purple'],0.2,0
blue,"['notecards_rot_s_8.jpg', 'notecards_rot_s_10.jpg', 'notecards_rot_s_2.jpg', 'notecards_rot_s_4.jpg', 'notecards_rot_s_6.jpg']",['notecards_rot_s_4.jpg'],0,4,['green'],['blue'],0.2,0
green,"['notecards_rot_s_8.jpg', 'notecards_rot_s_10.jpg', 'notecards_rot_s_2.jpg', 'notecards_rot_s_4.jpg', 'notecards_rot_s_6.jpg']",['notecards_rot_s_6.jpg'],0,4,['green'],['green'],0.2,1
red,"['razor_rot_s_2.jpg', 'razor_rot_s_6.jpg', 'razor_rot_s_4.jpg', 'razor_rot_s_10.jpg', 'razor_rot_s_8.jpg']",['razor_rot_s_2.jpg'],0,2,['purple'],['red'],0.2,0
blue,"['razor_rot_s_2.jpg', 'razor_rot_s_6.jpg', 'razor_rot_s_4.jpg', 'razor_rot_s_10.jpg', 'razor_rot_s_8.jpg']",['razor_rot_s_6.jpg'],0,2,['purple'],['blue'],0.2,0
purple,"['razor_rot_s_2.jpg', 'razor_rot_s_6.jpg', 'razor_rot_s_4.jpg', 'razor_rot_s_10.jpg', 'razor_rot_s_8.jpg']",['razor_rot_s_4.jpg'],0,4,"['yellow', 'green']",['purple'],0.2,0
green,"['razor_rot_s_2.jpg', 'razor_rot_s_6.jpg', 'razor_rot_s_4.jpg', 'razor_rot_s_10.jpg', 'razor_rot_s_8.jpg']","['razor_rot_s_10.jpg', 'razor_rot_s_8.jpg']",0,0,['red'],['green'],0.4,0
yellow,"['razor_rot_s_2.jpg', 'razor_rot_s_6.jpg', 'razor_rot_s_4.jpg', 'razor_rot_s_10.jpg', 'razor_rot_s_8.jpg']",['razor_rot_s_8.jpg'],0,4,"['yellow', 'green']",['yellow'],0.2,1
purple,"['hand_puppet_rot_s_10.jpg', 'hand_puppet_rot_s_8.jpg', 'hand_puppet_rot_s_4.jpg', 'hand_puppet_rot_s_6.jpg', 'hand_puppet_rot_s_2.jpg']",['hand_puppet_rot_s_10.jpg'],0,4,['green'],['purple'],0.2,0
blue,"['hand_puppet_rot_s_10.jpg', 'hand_puppet_rot_s_8.jpg', 'hand_puppet_rot_s_4.jpg', 'hand_puppet_rot_s_6.jpg', 'hand_puppet_rot_s_2.jpg']",['hand_puppet_rot_s_8.jpg'],0,3,['pink'],['blue'],0.2,0
yellow,"['hand_puppet_rot_s_10.jpg', 'hand_puppet_rot_s_8.jpg', 'hand_puppet_rot_s_4.jpg', 'hand_puppet_rot_s_6.jpg', 'hand_puppet_rot_s_2.jpg']",['hand_puppet_rot_s_4.jpg'],0,3,['pink'],['yellow'],0.2,0
green,"['hand_puppet_rot_s_10.jpg', 'hand_puppet_rot_s_8.jpg', 'hand_puppet_rot_s_4.jpg', 'hand_puppet_rot_s_6.jpg', 'hand_puppet_rot_s_2.jpg']","['hand_puppet_rot_s_4.jpg', 'hand_puppet_rot_s_2.jpg']",0,4,['green'],['green'],0.4,1
pink,"['hand_puppet_rot_s_10.jpg', 'hand_puppet_rot_s_8.jpg', 'hand_puppet_rot_s_4.jpg', 'hand_puppet_rot_s_6.jpg', 'hand_puppet_rot_s_2.jpg']",['hand_puppet_rot_s_6.jpg'],0,3,['pink'],['pink'],0.2,1
purple,"['tissues_rot_s_8.jpg', 'tissues_rot_s_4.jpg', 'tissues_rot_s_6.jpg']","['tissues_rot_s_8.jpg', 'tissues_rot_s_6.jpg']",0,0,['purple'],['purple'],0.6666666666666666,1
blue,"['tissues_rot_s_8.jpg', 'tissues_rot_s_4.jpg', 'tissues_rot_s_6.jpg']",['tissues_rot_s_4.jpg'],0,0,['purple'],['blue'],0.3333333333333333,0
green,"['tissues_rot_s_8.jpg', 'tissues_rot_s_4.jpg', 'tissues_rot_s_6.jpg']",['tissues_rot_s_6.jpg'],0,0,['purple'],['green'],0.3333333333333333,0
blue,"['extension_cord_s_8.jpg', 'extension_cord_s_10.jpg', 'extension_cord_s_2.jpg', 'extension_cord_s_4.jpg', 'extension_cord_s_6.jpg']",['extension_cord_s_8.jpg'],0,4,"['red', 'purple']",['blue'],0.2,0
green,"['extension_cord_s_8.jpg', 'extension_cord_s_10.jpg', 'extension_cord_s_2.jpg', 'extension_cord_s_4.jpg', 'extension_cord_s_6.jpg']","['extension_cord_s_8.jpg', 'extension_cord_s_2.jpg', 'extension_cord_s_4.jpg']",0,3,['green'],['green'],0.6,1
purple,"['extension_cord_s_8.jpg', 'extension_cord_s_10.jpg', 'extension_cord_s_2.jpg', 'extension_cord_s_4.jpg', 'extension_cord_s_6.jpg']","['extension_cord_s_10.jpg', 'extension_cord_s_6.jpg']",0,4,"['red', 'purple']",['purple'],0.4,1
red,"['extension_cord_s_8.jpg', 'extension_cord_s_10.jpg', 'extension_cord_s_2.jpg', 'extension_cord_s_4.jpg', 'extension_cord_s_6.jpg']",['extension_cord_s_6.jpg'],0,4,"['red', 'purple']",['red'],0.2,1
green,"['gift_box_rot_s_8.jpg', 'gift_box_rot_s_10.jpg', 'gift_box_rot_s_2.jpg', 'gift_box_rot_s_4.jpg', 'gift_box_rot_s_6.jpg']","['gift_box_rot_s_8.jpg', 'gift_box_rot_s_10.jpg']",0,4,['blue'],['green'],0.4,0
red,"['gift_box_rot_s_8.jpg', 'gift_box_rot_s_10.jpg', 'gift_box_rot_s_2.jpg', 'gift_box_rot_s_4.jpg', 'gift_box_rot_s_6.jpg']",['gift_box_rot_s_2.jpg'],0,0,['green'],['red'],0.2,0
brown,"['gift_box_rot_s_8.jpg', 'gift_box_rot_s_10.jpg', 'gift_box_rot_s_2.jpg', 'gift_box_rot_s_4.jpg', 'gift_box_rot_s_6.jpg']",['gift_box_rot_s_2.jpg'],0,4,['blue'],['brown'],0.2,0
purple,"['gift_box_rot_s_8.jpg', 'gift_box_rot_s_10.jpg', 'gift_box_rot_s_2.jpg', 'gift_box_rot_s_4.jpg', 'gift_box_rot_s_6.jpg']",['gift_box_rot_s_4.jpg'],0,4,['blue'],['purple'],0.2,0
blue,"['gift_box_rot_s_8.jpg', 'gift_box_rot_s_10.jpg', 'gift_box_rot_s_2.jpg', 'gift_box_rot_s_4.jpg', 'gift_box_rot_s_6.jpg']",['gift_box_rot_s_6.jpg'],0,0,['green'],['blue'],0.2,0
blue,"['controlbox_rot_s_9.jpg', 'controlbox_rot_s_3.jpg', 'controlbox_rot_s_1.jpg', 'controlbox_rot_s_5.jpg', 'controlbox_rot_s_7.jpg']",['controlbox_rot_s_9.jpg'],0,2,"['yellow', 'green']",['blue'],0.2,0
brown,"['controlbox_rot_s_9.jpg', 'controlbox_rot_s_3.jpg', 'controlbox_rot_s_1.jpg', 'controlbox_rot_s_5.jpg', 'controlbox_rot_s_7.jpg']",['controlbox_rot_s_3.jpg'],0,0,['blue'],['brown'],0.2,0
yellow,"['controlbox_rot_s_9.jpg', 'controlbox_rot_s_3.jpg', 'controlbox_rot_s_1.jpg', 'controlbox_rot_s_5.jpg', 'controlbox_rot_s_7.jpg']",['controlbox_rot_s_1.jpg'],0,0,['blue'],['yellow'],0.2,0
green,"['controlbox_rot_s_9.jpg', 'controlbox_rot_s_3.jpg', 'controlbox_rot_s_1.jpg', 'controlbox_rot_s_5.jpg', 'controlbox_rot_s_7.jpg']","['controlbox_rot_s_1.jpg', 'controlbox_rot_s_7.jpg']",0,0,['blue'],['green'],0.4,0
purple,"['controlbox_rot_s_9.jpg', 'controlbox_rot_s_3.jpg', 'controlbox_rot_s_1.jpg', 'controlbox_rot_s_5.jpg', 'controlbox_rot_s_7.jpg']",['controlbox_rot_s_5.jpg'],0,0,['blue'],['purple'],0.2,0
green,"['fuel_tank_rot_s_2.jpg', 'fuel_tank_rot_s_6.jpg', 'fuel_tank_rot_s_4.jpg', 'fuel_tank_rot_s_10.jpg', 'fuel_tank_rot_s_8.jpg']","['fuel_tank_rot_s_2.jpg', 'fuel_tank_rot_s_4.jpg']",0,0,['green'],['green'],0.4,1
red,"['fuel_tank_rot_s_2.jpg', 'fuel_tank_rot_s_6.jpg', 'fuel_tank_rot_s_4.jpg', 'fuel_tank_rot_s_10.jpg', 'fuel_tank_rot_s_8.jpg']",['fuel_tank_rot_s_6.jpg'],0,0,['green'],['red'],0.2,0
pink,"['fuel_tank_rot_s_2.jpg', 'fuel_tank_rot_s_6.jpg', 'fuel_tank_rot_s_4.jpg', 'fuel_tank_rot_s_10.jpg', 'fuel_tank_rot_s_8.jpg']",['fuel_tank_rot_s_6.jpg'],0,4,['blue'],['pink'],0.2,0
yellow,"['fuel_tank_rot_s_2.jpg', 'fuel_tank_rot_s_6.jpg', 'fuel_tank_rot_s_4.jpg', 'fuel_tank_rot_s_10.jpg', 'fuel_tank_rot_s_8.jpg']",['fuel_tank_rot_s_4.jpg'],0,2,"['yellow', 'green']",['yellow'],0.2,1
purple,"['fuel_tank_rot_s_2.jpg', 'fuel_tank_rot_s_6.jpg', 'fuel_tank_rot_s_4.jpg', 'fuel_tank_rot_s_10.jpg', 'fuel_tank_rot_s_8.jpg']",['fuel_tank_rot_s_10.jpg'],0,0,['green'],['purple'],0.2,0
blue,"['fuel_tank_rot_s_2.jpg', 'fuel_tank_rot_s_6.jpg', 'fuel_tank_rot_s_4.jpg', 'fuel_tank_rot_s_10.jpg', 'fuel_tank_rot_s_8.jpg']",['fuel_tank_rot_s_8.jpg'],0,4,['blue'],['blue'],0.2,1
blue,"['lotion_rot_s_10.jpg', 'lotion_rot_s_2.jpg', 'lotion_rot_s_6.jpg', 'lotion_rot_s_4.jpg', 'lotion_rot_s_8.jpg']",['lotion_rot_s_10.jpg'],0,1,"['yellow', 'brown']",['blue'],0.2,0
yellow,"['lotion_rot_s_10.jpg', 'lotion_rot_s_2.jpg', 'lotion_rot_s_6.jpg', 'lotion_rot_s_4.jpg', 'lotion_rot_s_8.jpg']",['lotion_rot_s_2.jpg'],0,1,"['yellow', 'brown']",['yellow'],0.2,1
brown,"['lotion_rot_s_10.jpg', 'lotion_rot_s_2.jpg', 'lotion_rot_s_6.jpg', 'lotion_rot_s_4.jpg', 'lotion_rot_s_8.jpg']",['lotion_rot_s_2.jpg'],0,4,['green'],['brown'],0.2,0
purple,"['lotion_rot_s_10.jpg', 'lotion_rot_s_2.jpg', 'lotion_rot_s_6.jpg', 'lotion_rot_s_4.jpg', 'lotion_rot_s_8.jpg']",['lotion_rot_s_6.jpg'],0,4,['green'],['purple'],0.2,0
red,"['lotion_rot_s_10.jpg', 'lotion_rot_s_2.jpg', 'lotion_rot_s_6.jpg', 'lotion_rot_s_4.jpg', 'lotion_rot_s_8.jpg']",['lotion_rot_s_4.jpg'],0,1,"['yellow', 'brown']",['red'],0.2,0
green,"['lotion_rot_s_10.jpg', 'lotion_rot_s_2.jpg', 'lotion_rot_s_6.jpg', 'lotion_rot_s_4.jpg', 'lotion_rot_s_8.jpg']",['lotion_rot_s_8.jpg'],0,1,"['yellow', 'brown']",['green'],0.2,0
purple,"['tape_dispenser_rot_s_2.jpg', 'tape_dispenser_rot_s_10.jpg', 'tape_dispenser_rot_s_6.jpg', 'tape_dispenser_rot_s_4.jpg', 'tape_dispenser_rot_s_8.jpg']","['tape_dispenser_rot_s_2.jpg', 'tape_dispenser_rot_s_4.jpg']",0,0,['purple'],['purple'],0.4,1
green,"['tape_dispenser_rot_s_2.jpg', 'tape_dispenser_rot_s_10.jpg', 'tape_dispenser_rot_s_6.jpg', 'tape_dispenser_rot_s_4.jpg', 'tape_dispenser_rot_s_8.jpg']","['tape_dispenser_rot_s_10.jpg', 'tape_dispenser_rot_s_6.jpg']",0,4,['brown'],['green'],0.4,0
brown,"['tape_dispenser_rot_s_2.jpg', 'tape_dispenser_rot_s_10.jpg', 'tape_dispenser_rot_s_6.jpg', 'tape_dispenser_rot_s_4.jpg', 'tape_dispenser_rot_s_8.jpg']",['tape_dispenser_rot_s_8.jpg'],0,1,['green'],['brown'],0.2,0
red,"['usb_key_rot_s_9.jpg', 'usb_key_rot_s_5.jpg', 'usb_key_rot_s_1.jpg', 'usb_key_rot_s_3.jpg']",['usb_key_rot_s_9.jpg'],0,3,['blue'],['red'],0.25,0
yellow,"['usb_key_rot_s_9.jpg', 'usb_key_rot_s_5.jpg', 'usb_key_rot_s_1.jpg', 'usb_key_rot_s_3.jpg']",['usb_key_rot_s_5.jpg'],0,3,['blue'],['yellow'],0.25,0
green,"['usb_key_rot_s_9.jpg', 'usb_key_rot_s_5.jpg', 'usb_key_rot_s_1.jpg', 'usb_key_rot_s_3.jpg']",['usb_key_rot_s_5.jpg'],0,1,"['yellow', 'green']",['green'],0.25,1
blue,"['usb_key_rot_s_9.jpg', 'usb_key_rot_s_5.jpg', 'usb_key_rot_s_1.jpg', 'usb_key_rot_s_3.jpg']","['usb_key_rot_s_1.jpg', 'usb_key_rot_s_3.jpg']",0,1,"['yellow', 'green']",['blue'],0.5,0
green,"['chair_rot_s_8.jpg', 'chair_rot_s_10.jpg', 'chair_rot_s_6.jpg', 'chair_rot_s_4.jpg', 'chair_rot_s_2.jpg']",['chair_rot_s_8.jpg'],0,4,['yellow'],['green'],0.2,0
blue,"['chair_rot_s_8.jpg', 'chair_rot_s_10.jpg', 'chair_rot_s_6.jpg', 'chair_rot_s_4.jpg', 'chair_rot_s_2.jpg']",['chair_rot_s_10.jpg'],0,3,['red'],['blue'],0.2,0
purple,"['chair_rot_s_8.jpg', 'chair_rot_s_10.jpg', 'chair_rot_s_6.jpg', 'chair_rot_s_4.jpg', 'chair_rot_s_2.jpg']",['chair_rot_s_6.jpg'],0,2,['purple'],['purple'],0.2,1
red,"['chair_rot_s_8.jpg', 'chair_rot_s_10.jpg', 'chair_rot_s_6.jpg', 'chair_rot_s_4.jpg', 'chair_rot_s_2.jpg']",['chair_rot_s_4.jpg'],0,4,['yellow'],['red'],0.2,0
yellow,"['chair_rot_s_8.jpg', 'chair_rot_s_10.jpg', 'chair_rot_s_6.jpg', 'chair_rot_s_4.jpg', 'chair_rot_s_2.jpg']",['chair_rot_s_2.jpg'],0,3,['red'],['yellow'],0.2,0
red,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_10.jpg'],0,2,['green'],['red'],0.25,0
yellow,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_6.jpg'],0,2,['green'],['yellow'],0.25,0
green,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_4.jpg'],0,2,['green'],['green'],0.25,1
blue,"['watch_rot_s_10.jpg', 'watch_rot_s_6.jpg', 'watch_rot_s_4.jpg', 'watch_rot_s_2.jpg']",['watch_rot_s_2.jpg'],0,2,['green'],['blue'],0.25,0
green,"['kettle_rot_s_8.jpg', 'kettle_rot_s_10.jpg', 'kettle_rot_s_6.jpg', 'kettle_rot_s_4.jpg', 'kettle_rot_s_2.jpg']",['kettle_rot_s_8.jpg'],0,0,['green'],['green'],0.2,1
blue,"['kettle_rot_s_8.jpg', 'kettle_rot_s_10.jpg', 'kettle_rot_s_6.jpg', 'kettle_rot_s_4.jpg', 'kettle_rot_s_2.jpg']",['kettle_rot_s_10.jpg'],0,0,['green'],['blue'],0.2,0
purple,"['kettle_rot_s_8.jpg', 'kettle_rot_s_10.jpg', 'kettle_rot_s_6.jpg', 'kettle_rot_s_4.jpg', 'kettle_rot_s_2.jpg']",['kettle_rot_s_6.jpg'],0,0,['green'],['purple'],0.2,0
red,"['kettle_rot_s_8.jpg', 'kettle_rot_s_10.jpg', 'kettle_rot_s_6.jpg', 'kettle_rot_s_4.jpg', 'kettle_rot_s_2.jpg']",['kettle_rot_s_4.jpg'],0,0,['green'],['red'],0.2,0
pink,"['kettle_rot_s_8.jpg', 'kettle_rot_s_10.jpg', 'kettle_rot_s_6.jpg', 'kettle_rot_s_4.jpg', 'kettle_rot_s_2.jpg']",['kettle_rot_s_4.jpg'],0,4,['yellow'],['pink'],0.2,0
